1614901046.000000,823383331.000000,-0.000728,-0.000196,0.007825,
1614901046.000000,828386545.000000,-0.000751,-0.000210,0.008164,
1614901046.000000,833390236.000000,-0.000774,-0.000224,0.008511,
1614901046.000000,838393211.000000,-0.000786,-0.000236,0.008869,
1614901046.000000,843397379.000000,-0.000804,-0.000250,0.009232,
1614901046.000000,848400354.000000,-0.000820,-0.000263,0.009601,
1614901046.000000,853403330.000000,-0.000847,-0.000278,0.009974,
1614901046.000000,858406305.000000,-0.000870,-0.000292,0.010355,
1614901046.000000,863410234.000000,-0.000895,-0.000307,0.010743,
1614901046.000000,868413448.000000,-0.000923,-0.000323,0.011136,
1614901046.000000,913443565.000000,-0.000148,-0.000245,0.002159,
1614901046.000000,918447256.000000,-0.000162,-0.000261,0.002342,
1614901046.000000,923450232.000000,-0.000174,-0.000277,0.002533,
1614901046.000000,928453207.000000,-0.000187,-0.000295,0.002731,
1614901046.000000,933457375.000000,-0.000191,-0.000312,0.002935,
1614901046.000000,938460350.000000,-0.000198,-0.000330,0.003147,
1614901046.000000,943463326.000000,-0.000204,-0.000348,0.003365,
1614901046.000000,948467493.000000,-0.000137,-0.000380,0.003709,
1614901046.000000,953470230.000000,-0.000087,-0.000410,0.004046,
1614901046.000000,958473444.000000,-0.000014,-0.000444,0.004419,
1614901047.000000,53537369.000000,0.015177,-0.002271,0.009090,
1614901047.000000,58540344.000000,0.016196,-0.002453,0.009626,
1614901047.000000,63543558.000000,0.017287,-0.002625,0.010066,
1614901047.000000,68547487.000000,0.014418,-0.001734,0.001794,
1614901047.000000,73550463.000000,0.014778,-0.001347,0.002298,
1614901047.000000,78554392.000000,0.015270,-0.001191,0.002933,
1614901047.000000,83557129.000000,0.015657,-0.000944,0.003670,
1614901047.000000,88560343.000000,0.016409,-0.000949,0.003816,
1614901047.000000,93564272.000000,0.016971,-0.000809,0.004175,
1614901047.000000,98567247.000000,0.017550,-0.000674,0.004456,
1614901047.000000,143597603.000000,0.030147,-0.002143,0.000964,
1614901047.000000,148600340.000000,0.031109,-0.002220,0.001079,
1614901047.000000,153604269.000000,0.032244,-0.002205,0.001252,
1614901047.000000,158607244.000000,0.033338,-0.002189,0.001367,
1614901047.000000,163610220.000000,0.034472,-0.002137,0.001461,
1614901047.000000,168614388.000000,0.035357,-0.002315,0.001898,
1614901047.000000,173617363.000000,0.035933,-0.004359,0.003365,
1614901047.000000,178620100.000000,0.036717,-0.004608,0.003980,
1614901047.000000,183624268.000000,0.037465,-0.004653,0.004131,
1614901047.000000,188627243.000000,0.038163,-0.004822,0.004564,
1614901047.000000,238660336.000000,0.048737,-0.007336,0.002054,
1614901047.000000,243664503.000000,0.049703,-0.007602,0.002439,
1614901047.000000,248667240.000000,0.050577,-0.007740,0.002598,
1614901047.000000,253671169.000000,0.051424,-0.007905,0.002882,
1614901047.000000,258674383.000000,0.052214,-0.008039,0.003154,
1614901047.000000,263677359.000000,0.053150,-0.008251,0.003342,
1614901047.000000,268680334.000000,0.054009,-0.008416,0.003533,
1614901047.000000,273684502.000000,0.054241,-0.006869,-0.000222,
1614901047.000000,278687239.000000,0.055113,-0.007179,0.000148,
1614901047.000000,283690453.000000,0.055962,-0.007406,0.000351,
1614901047.000000,333724260.000000,0.065942,-0.009953,0.001929,
1614901047.000000,338727474.000000,0.067047,-0.010158,0.002119,
1614901047.000000,343731403.000000,0.067789,-0.010370,0.002680,
1614901047.000000,348734379.000000,0.068665,-0.010570,0.003179,
1614901047.000000,353737354.000000,0.069489,-0.010766,0.003790,
1614901047.000000,358741283.000000,0.070235,-0.010851,0.003968,
1614901047.000000,363744497.000000,0.070927,-0.010947,0.004333,
1614901047.000000,368748426.000000,0.071554,-0.011008,0.004658,
1614901047.000000,373751640.000000,0.072637,-0.011282,0.004916,
1614901047.000000,378754377.000000,0.073565,-0.011480,0.005139,
1614901047.000000,418781281.000000,0.080928,-0.013705,0.007897,
1614901047.000000,423784256.000000,0.081886,-0.013927,0.008150,
1614901047.000000,428787470.000000,0.082869,-0.014123,0.008366,
1614901047.000000,433791399.000000,0.083703,-0.014335,0.008937,
1614901047.000000,438794613.000000,0.085990,-0.013822,0.001088,
1614901047.000000,443797350.000000,0.086889,-0.013973,0.001444,
1614901047.000000,448801279.000000,0.087700,-0.014158,0.001734,
1614901047.000000,453804493.000000,0.088519,-0.014316,0.002152,
1614901047.000000,458808422.000000,0.089306,-0.014469,0.002609,
1614901047.000000,463811636.000000,0.090060,-0.014620,0.003114,
1614901047.000000,553871155.000000,0.105233,-0.017855,-0.001338,
1614901047.000000,558874369.000000,0.105959,-0.018010,-0.001140,
